chart_date,chart_name,track_artist,track_bpm,track_date,track_genre,track_key,track_label,track_length_ms,track_remixer,track_title
2024-01-13T15:43:49-07:00,'Children' Chart,WhoMadeWho,122,2024-01-11,Melodic House & Techno,E Minor,The Moment,336393,"Mind Against,Dyzen",Children (Mind Against & Dyzen Remix)
2024-01-13T15:43:49-07:00,'Children' Chart,Four Tet,165,2024-01-10,Electronica,G Major,Text Records,243263,,Loved
2024-01-13T15:43:49-07:00,'Children' Chart,Sam Shure,123,2023-12-14,Indie Dance,D Minor,Habitat Records,347975,,Regency
2024-01-13T15:43:49-07:00,'Children' Chart,Fango,120,2023-11-10,Indie Dance,G Minor,Running Back,433647,,Sarcosuco
2024-01-13T15:43:49-07:00,'Children' Chart,Olof Dreijer,127,2023-10-17,Bass / Club,F Minor,Hessle Audio,332918,,Rosa Rugosa EP
2024-01-13T15:43:49-07:00,'Children' Chart,Jimi Jules,123,2023-11-24,Indie Dance,D Minor,Innervisions,330966,,PowerHouse
2024-01-13T15:43:49-07:00,'Children' Chart,"Mind Against,Vaert",124,2023-11-24,Melodic House & Techno,E Minor,Afterlife Records,361720,,Realm Of Consciousness Pt.VI
2024-01-13T15:43:49-07:00,'Children' Chart,Overmono,136,2023-09-07,Electronica,A Minor,XL Recordings,216070,,Blow Out
2024-01-13T15:43:49-07:00,'Children' Chart,Two Shell,155,2023-06-14,Electronica,C Minor,Mainframe Audio,198759,,lil spirits
2024-01-13T15:43:49-07:00,'Children' Chart,Jamie xx,130,2024-01-09,Bass / Club,F Minor,Young,278518,,It's So Good
2024-01-13T09:22:01-07:00,GET DIRTY,KiRKie,130,2024-01-12,Minimal / Deep Tech,E Major,Not For Me,361442,,Get Dirty
2024-01-13T09:22:01-07:00,GET DIRTY,Jeff Sorkowitz,131,2023-12-22,Minimal / Deep Tech,B Major,Take Notes,399389,,SECRET NOTES VOL. 2
2024-01-13T09:22:01-07:00,GET DIRTY,Endor,124,2023-06-02,Tech House,F Minor,Ruff Cutz Records,282686,,Sex Drugs Cash
2024-01-13T09:22:01-07:00,GET DIRTY,Mene,130,2023-03-17,Tech House,G Minor,Revival New York,376615,,Under The Pillow EP
2024-01-13T09:22:01-07:00,GET DIRTY,"Brendan James,Langers One",128,2023-11-11,Minimal / Deep Tech,F Minor,Uncut,360614,,Slave EP
2024-01-13T09:22:01-07:00,GET DIRTY,Félix (UK),130,2023-12-01,Minimal / Deep Tech,E Minor,Offski Records,418000,,Dance Till You're Dead
2024-01-13T09:22:01-07:00,GET DIRTY,Gio Lucca,130,2023-12-22,Minimal / Deep Tech,Ab Major,Take Notes,354468,,SECRET NOTES VOL. 2
2024-01-13T09:22:01-07:00,GET DIRTY,Mattr. (UK),129,2023-11-10,Minimal / Deep Tech,F Minor,Sibil-la Music,417773,,Check it
2024-01-13T09:22:01-07:00,GET DIRTY,KiRKie,130,2023-11-23,Minimal / Deep Tech,G Minor,Techords,341538,,Lie To Me EP
2024-01-13T09:22:01-07:00,GET DIRTY,Bass On The Flow,129,2024-01-18,Minimal / Deep Tech,C Minor,Uncut,364651,,Get Bump EP
2024-01-13T09:22:01-07:00,GET DIRTY,"Jack Realist,James Large",129,2024-01-12,Minimal / Deep Tech,E Minor,Cicle Records,357352,,Let You Go (feat. James Large)
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Farsight,100,2024-01-12,Bass / Club,Gb Minor,Rinse,277000,,Leche De Tigre / Riptide
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Guchon,135,2024-01-05,House,A Minor,Maximum Airtime,258986,,Piano Bros EP
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Peverelist,128,2023-11-03,Techno (Raw / Deep / Hypnotic),F Minor,Livity Sound Recordings,334265,,Pulse Modulation EP
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Ayesha (US),130,2023-09-06,Bass / Club,Db Major,Kindergarten Records,330461,,V7
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Baalti,144,2023-10-04,UK Garage / Bassline,Ab Minor,All My Thoughts,301000,Farsight,Buttons (Farsight Remix)
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Swimful,143,2022-09-14,Bass / Club,F Major,SVBKVLT,255126,,Rushlight
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Farsight,138,2024-01-12,Bass / Club,Ab Minor,Rinse,269500,,Leche De Tigre / Riptide
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Lithe,85,2022-08-19,Bass / Club,F Minor,Flood,353504,,Mainline
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Chlär,144,2023-08-11,Techno (Raw / Deep / Hypnotic),Ab Minor,Mutual Rytm,282666,,Intrinsic Drive
2024-01-13T13:37:00-07:00,Farsight's Q1 2024 Heaters,Bastiengoat,135,2023-08-18,Breaks / Breakbeat / UK Bass,A Minor,Worst Behavior Recs,358229,,"Worst Behavior, Vol. 4"
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,96 Vibe,128,2024-01-12,Tech House,Ab Major,Bump N' Grind Records,352500,,Suena el Tambor EP
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,96 Vibe,127,2024-01-12,Tech House,B Minor,Bump N' Grind Records,351496,,Suena el Tambor EP
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Simenga,127,2024-01-05,Tech House,C Minor,Stereophonic,287244,,Bombedom
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,"Lazarusman,Bontan",93,2023-12-01,Afro House,F Minor,One Tribe Records,309916,,Drum Rhythm
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Mele,128,2023-08-25,Afro House,E Minor,Club Bad,352500,,Transit Tapes 001
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,"DEM2,96 Vibe,Yuliesky",127,2023-10-27,Tech House,Eb Major,Club Bad,325061,,Sudando
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Peppe Citarella,125,2022-04-01,Afro House,F Major,UNION RECORDS (IT),322560,,Enkama (feat. Eduardo Vargas)
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,"Corey James,Kokiri",96,2023-12-08,Tech House,G Minor,SIZE Records,302137,,UR MND
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Deefo,126,2023-09-01,House,E Major,Holy Molé Music,317057,,You Got Me EP
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,"Loco Dice,VLTRA (IT),Francis De Simone",129,2023-05-19,Tech House,B Minor,SB Recordings,390896,,Flowcito
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Lonely,130,2023-04-07,Tech House,Db Major,Technoblazer,444000,,That's Not Me
2024-01-13T16:07:48-07:00,Suena El Tambor 2024,Mason Maynard,127,2022-07-01,House,G Minor,Xscape,351662,,Just Wanna (Extended Mix)
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Javier de Baraja,Maria Estrella",124,2022-11-11,Afro House,Eb Major,Yet Records,408024,Buruntuma,Reminisce
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Ahmed Sosso,Jalal Ramdani,Miishu",122,2022-08-26,Afro House,Ab Major,MoBlack Records,397979,FNX OMAR,Tolo
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"The Deepshakerz,Lexa Hill,Afrika System",124,2024-01-12,Afro House,Db Minor,d:vision,345000,,Anikana-O
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,RAFFA GUIDO,121,2024-01-05,Afro House,F Minor,MoBlack Records,335194,,Famax / Mala Fama / Yafama
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,Kashovski,123,2024-01-12,Afro House,Eb Major,Get Physical Music,351229,,Bad Man
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Super Flu,Mar+Mer",125,2024-01-12,Afro House,Db Major,Didschn,334284,,AMA
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,Michael Ritter,121,2024-01-12,Afro House,Eb Major,AZZUR,302975,,Always Love
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"David Hopperman,Melvyn (FR)",120,2024-01-12,Afro House,F Minor,Once Upon A Song,336000,,Ochila Lakel
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Wolfram,Josh Ludlow",126,2023-12-15,Nu Disco / Disco,A Minor,Defected,339126,Purple Disco Machine,YoYo Disco - Purple Disco Machine Extended Remix
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Carlos Vives,Wakyin",124,2023-12-13,Afro House,Bb Minor,Astralwerks,391581,,Beso (Fruta Fresca) (Extended Mix)
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Enoo Napa,DJ Merlon",120,2024-01-12,Afro House,Db Major,Madorasindahouse Records,418001,,BroCode
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Team Distant,Mr Silk,Jalal Ramdani,Mel D",122,2022-05-27,Afro House,B Major,Connected Frontline,519499,Manoo,Sesa Remix EP (feat. Mel D)
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Jalal Ramdani,Tommy Chiabra",120,2023-08-25,House,C Major,Abracadabra Music,341062,,Together
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Idd Aziz,ADJUMA",122,2021-06-18,Afro House,D Minor,Wired,411000,Jalal Ramdani,Dembele Elements
2024-01-13T13:36:58-07:00,2024 | WEEK 3 | JANUARY,"Lizwi,Mr Silk,Jalal Ramdani",122,2022-04-01,Afro House,D Major,Abracadabra Music,390499,FNX OMAR,Imbongi (feat. Lizwi)
2024-01-13T16:34:29-07:00,Lost & Found Chart,Bessey,128,2024-01-12,Tech House,A Minor,High Definition,285000,,Lost & Found
2024-01-13T16:34:29-07:00,Lost & Found Chart,"Max Styler,Westend",128,2024-01-12,Tech House,Eb Major,Insomniac Records,322500,,Rhythm Machine
2024-01-13T16:34:29-07:00,Lost & Found Chart,The Chemical Brothers,128,2024-01-12,Electronica,D Major,EMI,322786,Chris Lake,No Reason (Chris Lake Extended Mix)
2024-01-13T16:34:29-07:00,Lost & Found Chart,"Gorgon City,Bbyafricka",128,2024-01-12,Bass House,E Minor,REALM Records,361666,,Biggest Regret (feat. Bbyafricka) [Extended Mix]
2024-01-13T16:34:29-07:00,Lost & Found Chart,War,129,2023-12-08,House,G Major,No Context Records,325813,Kyle Watson,Low Rider (Kyle Watson Remix)
2024-01-13T16:34:29-07:00,Lost & Found Chart,Bessey,126,2023-11-10,Tech House,F Minor,W&O Street Tracks,335300,,Enjoy This Trip
2024-01-13T16:34:29-07:00,Lost & Found Chart,AYYBO,127,2023-11-15,Tech House,G Minor,GDB RECORDS,318484,,RIZZ (Extended Mix)
2024-01-13T16:34:29-07:00,Lost & Found Chart,Volac,130,2023-11-24,Tech House,F Minor,Repopulate Mars,302769,,High
2024-01-13T16:34:29-07:00,Lost & Found Chart,Bessey,127,2023-11-10,Tech House,G Major,W&O Street Tracks,332670,,Enjoy This Trip
2024-01-13T16:34:29-07:00,Lost & Found Chart,Odd Mob,130,2023-12-14,Bass House,D Major,Tinted Records,243692,,Give You (Extended Mix)
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Luke Slater,128,1997-10-20,Electronica,F Minor,MUTE,374893,,Freek Funk
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Actress,120,2023-08-14,House,C Minor,Ninja Tune,249261,,Push Power ( a 1 )
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,"Croatian Amor,Scandinavian Star",68,2023-02-24,Electronica,Bb Major,Posh Isolation,220666,,Two Autumns / Spring Snow
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Jozef K,124,2023-12-15,Melodic House & Techno,G Minor,When Stars Align,437441,,"Constellation Series, Vol. 1"
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Ludwig A.F.,132,2021-04-15,Breaks / Breakbeat / UK Bass,C Major,Exo Recordings International,233020,,First Flight
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,"Avision,XANDER",132,2023-12-01,Breaks / Breakbeat / UK Bass,A Minor,MATTER+,314794,,Whatever
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Till Kruger,126,2023-12-01,Techno (Raw / Deep / Hypnotic),C Major,200 Records,394904,,Scale
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Pongo,124,2023-12-22,Electronica,Bb Minor,Systematic Recordings,406451,,Systematic Essentials 2023
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Nathan Fake,130,2023-10-27,Electronica,Gb Minor,Cambria Instruments,567478,,Guiro EP
2024-01-13T18:41:15-07:00,Floating Emotions - WSA Chart,Raphael Schon,132,2023-09-14,House,A Minor,Freeride Millenium,306558,,I´ll Be Your Fantasy
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,92,2024-01-12,House,G Major,Nu Disco Deep Records,180983,,Set Your Body Free
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2021-09-17,House,C Major,Nu Disco Deep Records,175081,,Nu Funky Synth
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2022-06-17,House,Eb Minor,Nu Disco Deep Records,177049,,Funky Love
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2022-06-17,House,C Major,Nu Disco Deep Records,167213,,Funky Love
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,120,2016-03-14,Electronica,G Major,Nu Disco Deep Records,318093,,120BPM
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,120,2016-06-13,Electronica,A Major,Nu Disco Deep Records,314096,,"3,5"
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2023-12-15,House,Eb Minor,Nu Disco Deep Records,180983,,My Desire
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2023-04-14,House,Eb Minor,Nu Disco Deep Records,182950,,"Don't Be Sad ,Don't Be Shy"
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2023-03-17,House,Eb Minor,Nu Disco Deep Records,175081,,You Are My Light
2024-01-13T18:57:11-07:00,January new music chart,Mrfleamino,122,2021-09-17,House,Eb Minor,Nu Disco Deep Records,179016,,Nu Funky Synth
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,92,2024-01-12,House,G Major,Nu Disco Deep Records,180983,,Set Your Body Free
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2021-09-17,House,C Major,Nu Disco Deep Records,175081,,Nu Funky Synth
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2022-06-17,House,Eb Minor,Nu Disco Deep Records,177049,,Funky Love
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2022-06-17,House,C Major,Nu Disco Deep Records,167213,,Funky Love
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,120,2016-03-14,Electronica,G Major,Nu Disco Deep Records,318093,,120BPM
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,120,2016-06-13,Electronica,A Major,Nu Disco Deep Records,314096,,"3,5"
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2023-12-15,House,Eb Minor,Nu Disco Deep Records,180983,,My Desire
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2023-04-14,House,Eb Minor,Nu Disco Deep Records,182950,,"Don't Be Sad ,Don't Be Shy"
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2023-03-17,House,Eb Minor,Nu Disco Deep Records,175081,,You Are My Light
2024-01-13T18:58:38-07:00,mrfleamino january,Mrfleamino,122,2021-09-17,House,Eb Minor,Nu Disco Deep Records,179016,,Nu Funky Synth
2024-01-13T11:59:13-07:00,All I Need Chart,CHAN (US),125,2024-01-12,House,A Minor,Wh0 Plays,292320,,All I Need
2024-01-13T11:59:13-07:00,All I Need Chart,"Lee Foss,Skonka,TheConnect",127,2024-01-12,Tech House,C Major,Repopulate Mars,341698,,Worship Technology
2024-01-13T11:59:13-07:00,All I Need Chart,Galo,129,2024-01-12,Tech House,E Minor,South Of Saturn,301395,,Orange Soda
2024-01-13T11:59:13-07:00,All I Need Chart,"Max Styler,Westend",128,2024-01-12,Tech House,Eb Major,Insomniac Records,322500,,Rhythm Machine
2024-01-13T11:59:13-07:00,All I Need Chart,Juanito,131,2024-01-12,Tech House,E Minor,Glasgow Underground,373740,,Baybee
2024-01-13T11:59:13-07:00,All I Need Chart,"Anthony Attalla,Thomas Newson",126,2024-01-12,Tech House,G Major,Sink or Swim,307500,,Bala (Extended Mix)
2024-01-13T11:59:13-07:00,All I Need Chart,CHAN (US),127,2023-11-03,Tech House,Bb Minor,Do Not Duplicate Recordings,306146,,Unlocked Vol. 10
2024-01-13T11:59:13-07:00,All I Need Chart,Carly Wilford,128,2024-01-12,Tech House,F Major,Toolroom,316992,,The Dance
2024-01-13T11:59:13-07:00,All I Need Chart,"Fran Ares,Sergiodnine",126,2024-01-12,Tech House,Ab Major,La Pera Records,367619,,Dancefloor
2024-01-13T11:59:13-07:00,All I Need Chart,"Antoine Clamaran,Lulu Hughes",126,2024-01-05,House,Gb Minor,HouseU,354875,Jay Vegas,Feel It (Jay Vegas Classic House Extended Mix)
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,Sebas Ramos,120,2024-01-12,Progressive House,Gb Minor,Big Bells Records,519328,EHDU,Petroscolia
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,Kamilo Sanclemente,123,2024-01-05,Progressive House,A Minor,Skanda Records,439925,,NO NO NO
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,PAUL (AR),122,2024-01-12,Progressive House,D Major,Forensic Records,499875,Dave Walker,Hypnotic
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,"Facundo Mohrr,Maxi Degrassi",123,2023-12-15,Organic House / Downtempo,A Minor,TRYBESof,501463,,The Mambo EP
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,Jody Barr,123,2023-12-12,Melodic House & Techno,C Major,Anjunadeep,456251,,Anjunadeep Explorations 25
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,This Guy Ben,123,2023-10-20,Progressive House,F Major,Polyptych,449692,Gai Barone,Neptuna
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,arbey gonzalez,122,2024-01-12,Progressive House,Db Minor,AH Digital,497864,,Lovely Moon
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,"Hernan Cattaneo,Hicky & Kalo",123,2023-11-10,Progressive House,F Major,Plaisirs Sonores Records,400000,,Voyage
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,Simon Vuarambon,120,2023-09-15,Organic House / Downtempo,B Minor,Lost Miracle,486000,,Mature Simplicity / Almada
2024-01-13T20:08:29-07:00,Two Thousand Twenty Four,Stan Kolev,123,2023-12-22,Progressive House,Ab Minor,Outta Limits,455609,,Sensible
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Paul Cry,138,2024-01-12,Trance (Main Floor),Eb Minor,Suanda True,412629,,The Voice Of The Future
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Elenski,136,2024-01-12,Trance (Main Floor),Gb Major,Sub.Mission Recordings,325147,,Meek
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Mazeev,138,2024-01-25,Trance (Main Floor),F Minor,Gert Records,403496,,On Cloud Nine
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,"Dmpv,Anveld",138,2023-12-15,Trance (Main Floor),C Minor,Neostatics Vision,366965,,Expectation And Reality
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Daniele Filaretti,138,2024-01-12,Trance (Main Floor),Eb Major,Aerodynamica Music,356521,,Tension
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Semper T.,140,2024-01-19,Trance (Main Floor),Eb Major,Trance x Records,402930,,Absent Smile
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,GAIA-X,140,2024-01-05,Trance (Main Floor),C Minor,Gaia-X Music,432000,,Unfolding Light
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Jay Flynn,140,2023-12-29,Trance (Main Floor),G Minor,Reason II Rise Music,371280,,Monolith
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,"Air Project,Odarka",138,2024-01-05,Trance (Main Floor),D Minor,Aerodynamica Music,368695,,World On Fire
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Andy Newtz,138,2024-01-05,Trance (Main Floor),D Minor,Reason II Rise Music,396521,,When we collide
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,STeK,136,2024-01-15,Trance (Main Floor),F Major,Nahawand Recordings,400852,,With You
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,STNX,140,2024-01-26,Trance (Main Floor),D Major,Eosella Music,387366,,Zone Out
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,"Chris M,Jason Gray",140,2024-01-19,Trance (Main Floor),A Minor,State Vision,384000,,Euphoria
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Nikos Geladis,135,2024-01-19,Trance (Main Floor),A Minor,State Control Records,386222,,Darkness Surrender
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Raul Alex I.,138,2024-01-23,Trance (Main Floor),A Major,Ultima Audio,446000,,Cyber War
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Rixson,140,2024-01-12,Trance (Main Floor),A Minor,Reason II Rise Music,451690,,Ascension
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Harmonic Wave,138,2023-07-24,Trance (Main Floor),E Minor,INVIRONMENT,357391,,Never Lose Heart
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Steve Dekay,135,2024-01-12,Mainstage,F Minor,Who's Afraid Of 138?!,334500,,Acid Rain
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,GAIA-X,138,2022-04-01,Trance (Main Floor),G Major,Gaia-X Music,353043,,Gaia Enceladus
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,LR Uplift,138,2024-01-27,Trance (Main Floor),B Minor,Sounds Of The Stars Recordings,485760,,Yesterday's Rain
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Nakhiya,140,2024-01-26,Trance (Main Floor),D Major,Tecnomind Uplifting,436299,,Mira Poetica
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Starry Major,140,2023-12-08,Trance (Main Floor),Gb Minor,Aerodynamica Music,445714,,Dream Land
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Life Explorer [CN],140,2024-01-15,Trance (Main Floor),Db Major,State Control Records,404571,,Escape From Dreams
2024-01-13T11:29:54-07:00,Electronic Impressions 845 with Danny Grunow,Inrayzex,138,2023-12-15,Trance (Main Floor),Ab Minor,Echoflow Music,379130,,Enigma
2024-01-13T11:32:50-07:00,Techno January 2024,Hertz,138,2023-10-26,Techno (Raw / Deep / Hypnotic),F Minor,Sway,364782,,Timballe
2024-01-13T11:32:50-07:00,Techno January 2024,Christian Smith,139,2023-12-22,Techno (Raw / Deep / Hypnotic),B Minor,Tronic,271000,,Fire To Fire EP
2024-01-13T11:32:50-07:00,Techno January 2024,D-Unity,138,2023-10-27,Techno (Raw / Deep / Hypnotic),E Minor,Tronic,326521,,Tribal Heat
2024-01-13T11:32:50-07:00,Techno January 2024,Polyvinyl,137,2023-09-21,Techno (Raw / Deep / Hypnotic),F Minor,Sway,410364,,Pathfinder
2024-01-13T11:32:50-07:00,Techno January 2024,Uncertain,140,2023-12-15,Techno (Raw / Deep / Hypnotic),Eb Minor,UNCAGE,276821,,Burn EP
2024-01-13T11:32:50-07:00,Techno January 2024,OFF / GRID,143,2023-12-22,Techno (Raw / Deep / Hypnotic),A Major,Life In Patterns,297902,,Sonic Spectrum
2024-01-13T11:32:50-07:00,Techno January 2024,Deas,141,2023-10-27,Techno (Raw / Deep / Hypnotic),A Major,CLR,299574,,Fear EP
2024-01-13T11:32:50-07:00,Techno January 2024,Deas,137,2023-10-27,Techno (Raw / Deep / Hypnotic),Gb Major,CLR,392408,,Fear EP
2024-01-13T11:32:50-07:00,Techno January 2024,Hertz,138,2023-12-08,Techno (Raw / Deep / Hypnotic),B Minor,Suara,390674,,The Dogs EP
2024-01-13T11:32:50-07:00,Techno January 2024,KaioBarssalos,142,2023-10-27,Techno (Raw / Deep / Hypnotic),Gb Minor,Suara,352619,,Fast Design EP
2024-01-13T11:32:50-07:00,Techno January 2024,KaioBarssalos,147,2023-10-27,Techno (Raw / Deep / Hypnotic),Gb Minor,Suara,279041,,Fast Design EP
2024-01-13T11:32:50-07:00,Techno January 2024,Marcal,137,2023-01-27,Techno (Raw / Deep / Hypnotic),Ab Major,Enemy Records,298280,,Cyber Dystopia
2024-01-13T11:32:50-07:00,Techno January 2024,Klint,71,2023-12-22,Techno (Raw / Deep / Hypnotic),G Minor,Truncate,324507,,Ninth Circle
2024-01-13T11:32:50-07:00,Techno January 2024,Ørbiter,130,2024-01-04,Techno (Raw / Deep / Hypnotic),E Minor,dZb Records,317692,,Elliptical (Special Techno Edition)
2024-01-13T11:32:50-07:00,Techno January 2024,"Sub Washer,Paul Render",139,2024-01-02,Techno (Raw / Deep / Hypnotic),D Minor,dZb Records,334964,,Fekir
2024-01-13T11:32:50-07:00,Techno January 2024,Ørbiter,100,2023-12-28,Techno (Raw / Deep / Hypnotic),G Minor,dZb Records,288173,,Solar System (Special Techno Edition)
2024-01-13T11:32:50-07:00,Techno January 2024,Ørbiter,130,2023-12-28,Techno (Raw / Deep / Hypnotic),C Major,dZb Records,303653,,Solar System (Special Techno Edition)
2024-01-13T11:32:50-07:00,Techno January 2024,Fatboy Slim,94,2023-12-15,Electronica,A Minor,Skint Records,353807,,"Right Here, Right Now EP"
2024-01-13T11:32:50-07:00,Techno January 2024,Jack Nolan,106,2023-12-15,Techno (Raw / Deep / Hypnotic),G Minor,Modern Minimal,340425,,Manic
2024-01-13T11:32:50-07:00,Techno January 2024,INSOLATE,140,2023-05-26,Techno (Raw / Deep / Hypnotic),C Major,Mote Evolver,329141,,Push EP
2024-01-13T16:21:16-07:00,ENERGYMAKER ON SPECTRUM ON AIR RADIO 14.01.24,Carbon,127,2023-12-08,Techno (Peak Time / Driving),E Major,Shadow Wulf,324105,Lampe,Tool of the Day
2024-01-13T16:21:16-07:00,ENERGYMAKER ON SPECTRUM ON AIR RADIO 14.01.24,"Anina Owly,Thomas Klipps",127,2022-02-18,Techno (Peak Time / Driving),C Major,Music4Aliens,423307,,Drunken Trumpet EP
2024-01-13T16:21:16-07:00,ENERGYMAKER ON SPECTRUM ON AIR RADIO 14.01.24,"Superchumbo,Victoria Wilson James",128,2023-12-15,Techno (Peak Time / Driving),A Minor,Toolroom Trax,444167,,Revolution (inc. Crusy Remix)
2024-01-13T16:21:16-07:00,ENERGYMAKER ON SPECTRUM ON AIR RADIO 14.01.24,Reza Golroo,130,2021-12-20,Techno (Peak Time / Driving),A Major,Jannowitz Records,339589,,Signature Sounds 2
